F1,F2,class
0.8897433435138005,-0.4651409495488025,0
0.8757367363670667,-0.45428379624221843,0
0.7250526250370167,0.4325547380242361,1
0.5032220163518966,-0.6147415543694779,1
0.15218527014482042,0.950987378134031,0
-0.5903840019010769,0.6148662918357974,1
-0.9080305375057113,-0.4469369037582719,0
-0.6325886479293124,-0.8067516346190485,0
0.06068658564915113,-1.0431924230057756,0
0.11371402784992615,0.8303224912071908,1
0.6271118194675321,-0.5018033499712903,1
-0.7251802792822187,0.3810513858568429,1
-0.3425023603344146,-0.9169210030095549,0
-0.38838607959101534,-0.7054422624347031,1
-0.5759683231597552,-0.5055047112275144,1
0.629874880770862,-0.8067666486187826,0
0.7867629771167431,-0.14026057690426227,1
-1.033527989254971,-0.09241935535687042,0
-0.633783274303634,0.7581702270949718,0
0.72304115107125,0.6837321420593234,0
0.5366356568467127,-0.6219900682391796,1
0.8104663574625486,-0.021855031106496545,1
1.0029972062461974,0.040018646793058936,0
-0.3125521961302133,-0.759258737095971,1
0.7100518516101447,-0.7756237606135191,0
1.0395008256243312,0.01734586881159627,0
-0.5226338419488102,-0.8009325560079169,0
-0.46453016620100485,0.6703031141095556,1
0.18889270775452474,-0.7632096099505864,1
0.9641111762613543,-0.26505788865093405,0
0.22891323078313186,0.7715110435363541,1
-0.811580345020553,0.610796670132006,0
1.023567244934902,-0.11867282256237666,0
0.8796364343947275,0.4203017767217719,0
0.32770371893435,-0.9859768070916848,0
0.8702574641292738,-0.6080740250566391,0
-0.7510093806720364,0.31635293408005055,1
0.00151259215832681,-0.7766290054195597,1
-0.6970980125442369,0.6987522566426818,0
0.4125535226023152,-0.9234873898612906,0
-0.5604998630435561,-0.62439016303014,1
-0.6792302517825043,0.45243991217115526,1
-0.8987451350285979,0.44666125963460274,0
0.40273703397205574,-0.658787753414509,1
-0.4203736240669122,0.6119054100538815,1
-0.10336580195362713,0.7717303861102776,1
0.4716201641871935,-0.9539346649890804,0
0.8366706256847815,0.575917503780814,0
-0.7763677903745395,-0.17171888340055494,1
0.8825264787963075,0.4225027693397682,0
-0.29330775273095405,0.7291731076013396,1
-0.35086103474609875,0.7064548148200094,1
0.5387452742095088,0.5997567881165506,1
0.045078000058573195,0.9970861987982935,0
-0.7716650804336382,0.12857787646796442,1
1.0220008442594202,0.21647106391914384,0
-0.3392739375860778,0.6999163514654018,1
-0.7075540350316215,-0.6116723750466696,0
0.1371021900655539,-0.9682361855912166,0
-0.76832310247398,0.6067015718656066,0
0.6357443834040876,0.8069114739617567,0
-0.9649117078605819,-0.19798970603762836,0
-0.5277322034341355,0.8019005004185848,0
0.4233150724620034,-0.7137604652015355,1
0.8555509287750453,0.5064432674058148,0
0.7417322807198069,0.32577477693150336,1
-1.0118046727176,0.11320274257925532,0
0.29388324336363303,0.7607130430912757,1
0.6531540426994189,0.7615155073909075,0
-0.08252296865488798,-0.9959011616568212,0
0.12343046728917087,0.9863078439551275,0
-1.002604204816292,0.2776680025374357,0
0.30306244975885704,-0.9340083248279762,0
0.34614383568881935,0.9140851469455493,0
0.46808921470448706,-0.6637274698735262,1
-0.006526570825023373,0.7315549153080058,1
-0.9599685785271218,0.27387674085291414,0
0.2557034115473418,0.7563921967986637,1
0.8357854577825835,0.0073832379252776045,1
-0.7818801917823104,-0.002400471618634551,1
0.6132015971642566,-0.5870648701603555,1
-0.7871053540301425,0.044093615591069016,1
0.5869800733273951,0.47879094219816165,1
0.48368916231220377,-0.8583223616733742,0
0.5516777204937342,-0.5275488950486402,1
0.768423821730455,-0.16656210628418544,1
-0.9119075719597365,0.41690205398130625,0
-0.5369700199011495,-0.5704442046130831,1
-0.7306888336289317,0.3527711291014932,1
-0.42715421431096356,-0.6895029029014608,1
0.5425322704341825,-0.8271960009022625,0
-0.9691912725273986,-0.3234566304800943,0
-0.051525567147029855,-0.8011003125841138,1
0.35345737391435883,0.6976434852918556,1
0.9012693741526643,-0.30792491996038857,0
-0.694466576683627,-0.31980019427375034,1
0.5083075766510343,0.6309005593530381,1
-0.9889995405140938,-0.03768307254474537,0
0.2059330123193109,0.929761278257101,0
-0.5728465032502758,-0.4773803838621592,1
0.7795681956292178,-0.10822517222039388,1
0.9150259987315735,-0.3380034672393446,0
0.8333062251435914,0.04059053292736975,1
0.006356446929616384,0.7835529541322259,1
0.4628107947784876,0.6797954197452014,1
0.7329769540538881,0.3769470845677651,1
0.7273000447977831,-0.6374034787312818,0
0.29653840343165155,-0.7604733212432713,1
-0.3825851240419736,0.9325044063951325,0
0.005377858202787696,1.001835718986998,0
0.944306687399193,0.37342539695921756,0
0.23987140683278751,0.9842338262209405,0
-0.7629097743612087,0.26281921433962824,1
0.797304173501703,0.5323051834909475,0
-0.6898910405628508,-0.7659706715470668,0
0.7796747816906439,0.6077035002338153,0
-0.09608033320565189,-0.8031897179428272,1
-0.9804293012055687,-0.40549094023983645,0
-0.7532767948585531,0.2945787465782379,1
0.2306960826630577,0.9929284187350048,0
0.7936163880512349,0.15940905910110176,1
0.7989311939841396,0.19948501931451124,1
-0.9660100056298344,-0.11821624773441729,0
-0.7943679514060624,-0.6320880184419062,0
0.7003605544271672,-0.7016051790842709,0
0.16705425618797376,0.7829934442992994,1
-0.12131678801233542,0.8503124198174495,1
0.7178597141407603,-0.3748533165241467,1
-0.10330232385680707,-0.9588791226964087,0
0.8146748649194975,-0.5585974920477994,0
-0.5219594695986173,-0.6194964590052489,1
0.9956030916478358,-0.16240821648053905,0
-0.3285121788256387,-0.9770586459881385,0
-0.14521876305714512,-0.7539298687771535,1
0.6278498581058524,-0.4564194154075733,1
0.2148950692710458,0.7176632990122777,1
0.6823971848520907,0.47144779920093793,1
-0.07623038161119594,-0.9624393973165175,0
-0.26429837457359057,-0.7861491208240431,1
0.9007515301922546,0.20323523867919988,0
0.9756296964631623,-0.2588764511849746,0
-0.41532338270851316,-0.9089786245662299,0
-0.6312638179344563,0.474236058535483,1
-0.16418295819724585,0.9905638797799615,0
0.8579231972881665,-0.5100081007807999,0
-0.26019211193574887,-0.750632877873163,1
0.9426369734939146,-0.1749882730457148,0
0.5111353751150327,-0.8792132628367699,0
-0.8891666634177962,-0.46517902745145534,0
0.3493088119440464,0.963174080272292,0
-0.909346057618998,0.4294465718771976,0
-0.4607741041841515,0.6399300406732925,1
-0.5052726571926826,0.6141777498046531,1
-0.26248782841725365,0.9632461909011168,0
0.3925318321709799,0.9106214999657937,0
-0.9728257999525546,-0.23291737177976843,0
0.061785110641286486,-0.9999087037511117,0
-0.5421056445680538,0.6038741462710144,1
0.9560526716031319,0.2879673559906012,0
-0.6290053834747475,0.5237906017073137,1
0.7117845191836166,0.2502025936520115,1
-0.007902228132418799,-1.0199859695361295,0
-0.7554713396546582,-0.17492793591071298,1
-0.8115459490374974,-0.17224604688409373,1
0.9707928733600484,0.3692882366933788,0
-1.0442181169774114,0.08997612655737378,0
0.23814455860175607,-1.02202811964179,0
-0.06628938129730884,0.8361323280826121,1
-0.5528007509234711,0.572468305573553,1
